x,u,d,xu,xd
0.000857696,3.1670860000000003,-7.638564000000001,0.0027163969938560004,-0.006551565788544001
0.0008819710000000001,3.146865,-7.588398,0.002775443670915,-0.006692746972458
0.000906934,3.12674,-7.538498,0.00283574681516,-0.006836920145131999
0.0009326030000000001,3.106721,-7.48887,0.002897337324763,-0.0069841426286100005
0.000958999,3.086805,-7.439501,0.0029602429081949998,-0.007134474019499
0.000986142,3.066999,-7.390410999999999,0.0030244965278579997,-0.007287994684361999
0.00101405,3.0472889999999997,-7.34158,0.00309010341045,-0.007444729199000001
0.00104275,3.027682,-7.293018,0.0031571154055,-0.0076047945195
0.00107227,3.0081810000000004,-7.244725,0.0032255822408700004,-0.007768301275749999
0.00110262,2.988773,-7.196681,0.00329548088526,-0.007935204404219999
0.00113382,2.969475,-7.148909000000001,0.0033668501445000003,-0.00810557600238
0.00116591,2.9502759999999997,-7.101393,0.0034397562911599997,-0.00827958511263
0.00119891,2.931177,-7.054138999999999,0.00351421741707,-0.00845727778849
0.00123285,2.912174,-7.007148,0.0035902737158999996,-0.0086387624118
0.00126774,2.893274,-6.960412,0.0036679191807600002,-0.00882399270888
0.00130362,2.8744769999999997,-6.9139420000000005,0.0037472257067399993,-0.00901315307004
0.00134052,2.8557729999999997,-6.867721,0.0038282208219599994,-0.00920631735492
0.00137846,2.837172,-6.821759,0.00391092811512,-0.00940352191114
0.00141747,2.818667,-6.776045999999999,0.00399537591249,-0.00960484192362
0.00145759,2.800265,-6.730599000000001,0.00408163826135,-0.00981045379641
0.00149885,2.7819559999999997,-6.685394,0.004169734750599999,-0.010020402796899999
0.00154127,2.7637500000000004,-6.640445,0.0042596849625,-0.01023471866515
0.00158489,2.745637,-6.595748,0.00435153262493,-0.010453535047720001
0.00162975,2.727627,-6.5513069999999995,0.0044453501032499995,-0.010676992583249998
0.00167588,2.709713,-6.507112,0.00454115382244,-0.01090513885856
0.00172331,2.691889,-6.463169000000001,0.00463895923259,-0.011138043769390002
0.00177209,2.6741639999999998,-6.419472,0.00473885928276,-0.01137588213648
0.00182224,2.656536,-6.376024,0.00484084616064,-0.01161864597376
0.00187382,2.639004,-6.332815,0.00494501847528,-0.0118665554033
0.00192685,2.621565,-6.289862,0.0050513625202499995,-0.0121196205947
0.00198139,2.6042219999999996,-6.247148,0.005159979428579999,-0.01237803657572
0.00203747,2.586979,-6.20468,0.0052708921031299994,-0.0126418493596
0.00209514,2.5698220000000003,-6.162454,0.005384136865080001,-0.012911203873560002
0.00215443,2.552765,-6.1204670000000005,0.005499753498950001,-0.013186117718810002
0.00221541,2.535801,-6.078723,0.0056178388934100005,-0.013466863721430002
0.00227812,2.518933,-6.037228,0.0057384316459599995,-0.013753529851359999
0.00234259,2.502148,-5.995962,0.0058615068833199994,-0.014046080621579998
0.0024089000000000003,2.485466,-5.954942,0.005987239047400001,-0.014344859783800002
0.00247708,2.468877,-5.914161,0.00611560583916,-0.01464984992988
0.00254719,2.452378,-5.873609,0.00624667271782,-0.01496119810871
0.00261928,2.435968,-5.833303,0.006380482263039999,-0.01527905388184
0.00269341,2.419658,-5.793226,0.00651713105378,-0.015603532840659998
0.00276965,2.403431,-5.753385,0.006656662669149999,-0.01593486276525
0.00284804,2.387307,-5.71378,0.00679914582828,-0.0162730739912
0.00292864,2.371266,-5.674410999999999,0.00694458445824,-0.01661830703104
0.00301153,2.355318,-5.635263999999999,0.00709311081654,-0.016970766593919998
0.00309677,2.339456,-5.59636,0.00724475715712,-0.0173306397572
0.00318442,2.3236909999999997,-5.557684999999999,0.007399608094219999,-0.017698003267699998
0.00327455,2.3080149999999997,-5.519228999999999,0.00755771051825,-0.018072991321949998
0.00336723,2.292429,-5.481016,0.00771913570167,-0.018455841505680002
0.00346253,2.276926,-5.4430250000000004,0.00788392458278,-0.01884663735325
0.00356053,2.261526,-5.405257,0.00805223116878,-0.01924557970621
0.00366131,2.2462090000000003,-5.367718,0.008224067473790002,-0.01965287959058
0.00376494,2.230978,-5.330408,0.00839949831132,-0.02006866629552
0.0038715000000000004,2.215837,-5.293321,0.0085786129455,-0.020493092251500002
0.00398107,2.200789,-5.2564530000000005,0.00876149506423,-0.020926307344710002
0.00409375,2.185824,-5.219818,0.008948217000000001,-0.0213686299375
0.00420962,2.1709519999999998,-5.183395,0.009138882958239999,-0.021820123259899998
0.00432876,2.1561700000000004,-5.147202,0.009333542449200002,-0.02228100212952
0.00445128,2.141474,-5.1112210000000005,0.00953230038672,-0.022751475812880003
0.00457727,2.1268610000000003,-5.0754660000000005,0.00973521704947,-0.02323177825782
0.00470682,2.1123380000000003,-5.039924,0.00994239474516,-0.02372201508168
0.00484003,2.097901,-5.0046040000000005,0.01015390377703,-0.024222433498120005
0.00497702,2.083557,-4.969497,0.01036990486014,-0.02473328595894
0.00511789,2.069293,-4.9346060000000005,0.01059041395177,-0.025254770701340003
0.00526274,2.055122,-4.899938000000001,0.01081557275428,-0.025787099710120005
0.005411699999999999,2.0410369999999998,-4.865472,0.011045479932899997,-0.026330474822399995
0.00556486,2.027039,-4.831229,0.011280188249539998,-0.026885113012940002
0.00572237,2.01312,-4.797192,0.011519817494399998,-0.02745130758504
0.00588433,1.999298,-4.763370999999999,0.01176452920034,-0.028029246876429995
0.00605088,1.985552,-4.7297590000000005,0.012014336885759999,-0.02861920413792
0.00622213,1.9718989999999998,-4.696350000000001,0.01226941192487,-0.029221300225500006
0.00639824,1.958326,-4.66315,0.012529839746240001,-0.029835952856000002
0.00657933,1.944839,-4.6301630000000005,0.01279573757787,-0.030463370330790007
0.00676555,1.9314419999999999,-4.597382,0.0130672674231,-0.031103817790099998
0.00695704,1.918128,-4.564804,0.013344493221120001,-0.03175752402016
0.00715394,1.904894,-4.5324279999999995,0.01362749738236,-0.032424717966319995
0.00735642,1.891746,-4.500255,0.013916478109319999,-0.0331057658871
0.00756463,1.8786909999999999,-4.468285,0.01421160229933,-0.033800922759549996
0.00777874,1.865716,-4.436514,0.01451291967784,-0.03451048891236
0.0079989,1.852824,-4.404946000000001,0.0148205538936,-0.0352347225594
0.008225299999999998,1.840015,-4.3735740000000005,0.015134675379499996,-0.035973958222199995
0.0084581,1.8272890000000002,-4.342395000000001,0.0154553930909,-0.036728411149500005
0.00869749,1.814653,-4.311422,0.01578292632097,-0.037498549730780005
0.00894366,1.802093,-4.280638,0.016117307080380002,-0.038284570855080004
0.00919679,1.7896230000000002,-4.250047,0.01645878691017,-0.039086789749130005
0.00945709,1.777233,-4.219649,0.01680745243197,-0.039905600361410005
0.00972476,1.7649289999999997,-4.189444,0.017163510942039998,-0.04074133743344
0.01,1.752705,-4.159421,0.01752705,-0.04159421
0.010283,1.740564,-4.129598,0.017898219612,-0.042464656233999996
0.0105741,1.728506,-4.099951,0.0182773952946,-0.043353291869099995
0.0108734,1.716538,-4.0704899999999995,0.0186646042892,-0.044260065965999996
0.011181100000000001,1.704646,-4.041219,0.019059817390600003,-0.0451852737609
0.0114976,1.692834,-4.0121269999999996,0.0194635281984,-0.046129831395199994
0.011823,1.681112,-3.983218,0.019875787175999998,-0.047093586414
0.012157600000000001,1.6694660000000001,-3.954485,0.020296699841600003,-0.048077046836000004
0.012501700000000001,1.657907,-3.925935,0.020726655941900003,-0.0490808615895
0.012855600000000002,1.646427,-3.897551,0.021165806941200006,-0.05010535663560001
0.0132194,1.635024,-3.8693470000000003,0.0216140362656,-0.0511504457318
0.0135936,1.623714,-3.8413120000000003,0.0220721186304,-0.05221725880320001
0.013978299999999999,1.612477,-3.81345,0.022539687249099997,-0.053305548135
0.0143739,1.6013199999999999,-3.785761,0.023017213547999998,-0.0544161500379
0.014780799999999998,1.590256,-3.758235,0.023505255884799996,-0.055549719888
0.015199100000000002,1.579265,-3.7308749999999997,0.024003406661500002,-0.056705942212500006
0.015629300000000002,1.568354,-3.7036679999999995,0.024512275172200004,-0.0578857382724
0.0160717,1.5575189999999999,-3.676634,0.0250319781123,-0.0590897586578
0.0165265,1.5467710000000001,-3.649753,0.0255627109315,-0.0603176429545
0.016994299999999997,1.536106,-3.6230279999999997,0.026105046195799994,-0.06157082474039998
0.0174753,1.5255139999999998,-3.596456,0.026658814804199994,-0.0628491475368
0.0179699,1.515009,-3.5700369999999997,0.0272245602291,-0.0641532078863
0.0184785,1.5045799999999998,-3.543761,0.027802381529999993,-0.06548338763849999
0.019001499999999998,1.494234,-3.517641,0.028392687350999996,-0.06684045546149998
0.0195393,1.483961,-3.4916609999999997,0.0289955591673,-0.06822461177729999
0.0200923,1.473772,-3.465817,0.029611469155600003,-0.0696362349091
0.020661000000000002,1.463662,-3.440113,0.030240720582000002,-0.07107617469300001
0.0212458,1.4536289999999998,-3.414545,0.030883511008199995,-0.07254474016099999
0.021847099999999998,1.443672,-3.38911,0.0315400465512,-0.07404222508099999
0.0224655,1.433802,-3.3638049999999997,0.032211078831,-0.07556956122749998
0.0231013,1.424005,-3.338623,0.0328963667065,-0.07712653150990001
0.023755099999999998,1.414281,-3.313567,0.0335963865831,-0.0787141154417
0.0244275,1.404637,-3.288624,0.0343117703175,-0.08033286276
0.025118900000000003,1.395073,-3.263801,0.0350426991797,-0.08198309093890001
0.0258298,1.385582,-3.239091,0.035789305943600004,-0.0836650727118
0.026560900000000005,1.376171,-3.214484,0.036552340313900006,-0.08537958807560002
0.027312599999999996,1.366833,-3.189987,0.037331762995799996,-0.08712683893619999
0.0280857,1.3575679999999999,-3.165586,0.0381282475776,-0.0889076987202
0.0288806,1.34838,-3.141278,0.038942023427999996,-0.0907219934068
0.029698000000000002,1.3392720000000002,-3.1170699999999996,0.03977369985600001,-0.09257074486
0.030538599999999996,1.33023,-3.0929450000000003,0.040623361877999996,-0.094454210177
0.0314029,1.3212650000000001,-3.068903,0.0414915526685,-0.0963724540187
0.0322917,1.312373,-3.044934,0.0423787552041,-0.0983260952478
0.0332057,1.3035539999999999,-3.021042,0.04328542305779999,-0.1003158143394
0.034145499999999995,1.294802,-2.997216,0.04421166169099999,-0.10234143892799998
0.0351119,1.286123,-2.973453,0.045158222163699996,-0.10440358439070001
0.0361057,1.277514,-2.94975,0.0461255372298,-0.106502788575
0.037127600000000004,1.268978,-2.926097,0.047114107592800006,-0.10863895897720001
0.0381784,1.2605089999999999,-2.902487,0.048124216805599994,-0.1108123096808
0.039258999999999995,1.252103,-2.878913,0.04915631167699999,-0.11302324546699997
0.0403702,1.243767,-2.855376,0.0502111225434,-0.11527210019520001
0.0415128,1.235501,-2.831872,0.051289105912800004,-0.11755893596160001
0.042687699999999995,1.227295,-2.8083810000000002,0.05239040077149999,-0.11988332561369999
0.0438959,1.219149,-2.7849,0.05351564258910001,-0.12224569191
0.045138300000000006,1.211066,-2.761432,0.05466546042780001,-0.12464634604560003
0.046415899999999996,1.203053,-2.7379610000000003,0.055840787742699995,-0.1270849239799
0.0477296,1.19509,-2.714479,0.057041167664,-0.12956099687839998
0.0490805,1.187187,-2.6909840000000003,0.0582677315535,-0.132074840212
0.05046969999999999,1.179344,-2.667462,0.05952113787679999,-0.13462600690139997
0.0518981,1.1715579999999999,-2.64391,0.0608016342398,-0.137213905571
0.053367,1.163818,-2.620311,0.062109475206,-0.139838137137
0.054877499999999996,1.156132,-2.5966690000000003,0.06344563382999999,-0.1424987030475
0.0564307,1.148499,-2.572966,0.0648106025193,-0.1451942724562
0.058027800000000004,1.140909,-2.549193,0.0662044392702,-0.1479240615654
0.0596702,1.1333630000000001,-2.52534,0.0676279968826,-0.15068754286799999
0.0613591,1.12587,-2.501407,0.069082369917,-0.1534840822537
0.0630957,1.118407,-2.47737,0.0705666725499,-0.156311394309
0.06488150000000001,1.110984,-2.453233,0.07208230839600001,-0.15916943688950003
0.0667179,1.103598,-2.4289690000000004,0.0736297410042,-0.1620557108451
0.0686062,1.096242,-2.404585,0.0752089979004,-0.16496943942700001
0.070548,1.088916,-2.3800540000000003,0.076820845968,-0.16790804959200004
0.07254479999999999,1.08162,-2.355376,0.078465906576,-0.1708702808448
0.074598,1.074344,-2.330538,0.080143913712,-0.173853473724
0.0767094,1.067085,-2.305519,0.081855450099,-0.1768549791786
0.07888049999999999,1.0598459999999998,-2.28032,0.08360118240299998,-0.17987278176
0.08111310000000001,1.052617,-2.2549210000000004,0.0853810279827,-0.18290363256510006
0.0834088,1.045395,-2.229308,0.087195142476,-0.18594390511040002
0.0857696,1.038173,-2.203478,0.0890436829408,-0.1889914266688
0.0881971,1.0309439999999999,-2.177411,0.09092627106239999,-0.19204133570810003
0.0906934,1.023719,-2.151097,0.0928445567546,-0.1950903006598
0.0932603,1.0164739999999999,-2.124519,0.09479667018219999,-0.1981332792957
0.0958999,1.009209,-2.097667,0.0967830421791,-0.2011660555333
0.0986142,1.0019247,-2.070528,0.09880400275074,-0.20418346229759998
0.101405,0.9946074,-2.0430849999999996,0.100858163397,-0.20717903442499994
0.104275,0.9872548,-2.0153309999999998,0.10294599427000001,-0.210148640025
0.107227,0.9798594,-1.987257,0.1050673838838,-0.213087606339
0.11026199999999999,0.9724121,-1.9588320000000001,0.10722010297019999,-0.21598473398399998
0.113382,0.964907,-1.9300629999999999,0.10940308547399999,-0.21883440306599997
0.11659100000000001,0.9573363,-1.9009260000000001,0.11161679655330002,-0.22163086326600004
0.11989100000000001,0.9496904,-1.8714119999999999,0.11385933174640002,-0.224365456092
0.12328499999999999,0.941962,-1.84151,0.11612978516999999,-0.22703056035
0.126774,0.9341421,-1.811214,0.11842493058539999,-0.22961484363600002
0.13036199999999998,0.9262196,-1.780497,0.12074383949519998,-0.23210914991399997
0.134052,0.9181868999999999,-1.749362,0.1230847903188,-0.23450547482400003
0.137846,0.9100312999999999,-1.717792,0.12544417457979998,-0.236790756032
0.141747,0.9017434999999999,-1.685788,0.1278194358945,-0.23895539163600002
0.145759,0.8933120999999999,-1.653329,0.13020827838389998,-0.24098758171100002
0.149885,0.8847248,-1.620422,0.13260697664799997,-0.24287695147
0.154127,0.8759695000000001,-1.58705,0.1350105511265,-0.24460725535
0.15848900000000002,0.8670335999999998,-1.553213,0.1374152882304,-0.246167175157
0.162975,0.8579044,-1.5189110000000001,0.13981696959,-0.24754452022500004
0.16758800000000001,0.8485682,-1.484137,0.1422098475016,-0.24872355155600004
0.17233099999999998,0.8390096,-1.448898,0.1445873633776,-0.24969004123799998
0.177209,0.8292162999999999,-1.4131870000000002,0.14694459130669998,-0.250429455083
0.182224,0.8191719000000001,-1.3770170000000002,0.1492727803056,-0.25092554580800003
0.187382,0.8088607,-1.340395,0.15156593568739998,-0.25116589589
0.192685,0.798269,-1.303324,0.153814462265,-0.25113098493999997
0.198139,0.7873784,-1.265827,0.15601036879760002,-0.250809695953
0.203747,0.7761749,-1.227911,0.15814330735030002,-0.250183182517
0.20951399999999998,0.7646407,-1.189603,0.16020293161979998,-0.24923848294199996
0.215443,0.7527588000000001,-1.150915,0.1621766141484,-0.24795658034499998
0.221541,0.7405138,-1.111884,0.16405416776579998,-0.246327893244
0.227812,0.7278876,-1.072534,0.16582152993119997,-0.244336115608
0.23425900000000002,0.7148654999999999,-1.032904,0.1674636771645,-0.24196705813600003
0.24089000000000002,0.7014294,-0.9930353000000002,0.16896732816600002,-0.23921227341700008
0.24770799999999998,0.6875642,-0.9529593000000001,0.17031515285359997,-0.2360556422844
0.25471900000000003,0.6732548,-0.9127367,0.17149078940120002,-0.2324913794873
0.261928,0.6584871999999999,-0.8724179,0.17247623532159997,-0.22851067571119998
0.269341,0.6432468,-0.8320622999999999,0.1732527363588,-0.22410849194429996
0.276965,0.6275223,-0.7917338,0.1738017138195,-0.21928255191700002
0.284804,0.6113032,-0.7515021000000001,0.17410159657280003,-0.21403080408840003
0.292864,0.5945797,-0.7114436000000001,0.17413098926080003,-0.20835621847040003
0.301153,0.5773454,-0.6716373,0.1738692992462,-0.2022655878069
0.309677,0.5595951,-0.6321699,0.1732937317827,-0.19576847812229997
0.318442,0.5432295,-0.606705,0.17298708843900001,-0.19320035361000001
0.321833,0.5364112999999999,-0.5922476,0.17263485791289995,-0.1906048218508
0.32522399999999996,0.5295965,-0.5780142,0.17223749211599998,-0.18798409018079998
0.32861399999999996,0.522785,-0.5640049,0.17179446999,-0.1853399062086
0.332005,0.5159789,-0.5502180000000001,0.1713075746945,-0.18267512709000003
0.335396,0.5091785000000001,-0.5366531999999999,0.17077643218600005,-0.1799913366672
0.338787,0.5023844,-0.5233105000000001,0.17020130372279998,-0.17729079436350004
0.34217800000000004,0.49559840000000005,-0.5101879,0.16958286931520003,-0.17457507524620003
0.345569,0.4888211,-0.4972858,0.16892141870590002,-0.1718465566202
0.348959,0.48205449999999994,-0.4846015,0.1682172562655,-0.16910605483850003
0.35235,0.4752983,-0.47213570000000005,0.167471356005,-0.16635701389500002
0.355741,0.4685541,-0.4598871000000001,0.16668390408809997,-0.1636006968411
0.359132,0.4618233,-0.4478540000000001,0.1658555253756,-0.16083870272800002
0.362523,0.4551066,-0.43603580000000003,0.16498660995179998,-0.15807300632340002
0.36591399999999996,0.44840589999999997,-0.4244308,0.16407799649259996,-0.15530517175119998
0.369305,0.4417213,-0.413038,0.1631298846965,-0.15253699859
0.372695,0.4350544,-0.40185649999999995,0.162142599608,-0.14976990826749997
0.37608600000000003,0.42840659999999997,-0.3908856,0.1611177245676,-0.14700660176160002
0.379477,0.4217795,-0.38012260000000003,0.1600556193215,-0.14424778388020001
0.382868,0.4151725,-0.3695659,0.15895626473,-0.1414949570012
0.386259,0.40858890000000003,-0.3592155,0.15782113992510002,-0.1387502198145
0.38965,0.4020294,-0.3490687,0.15665075570999998,-0.136014618955
0.39304,0.395494,-0.3391249,0.15544496176,-0.133289650696
0.396431,0.388985,-0.3293814,0.154205712535,-0.13057699778339998
0.39982199999999996,0.3825034,-0.3198376,0.15293327439479998,-0.12787810890719997
0.403213,0.3760503,-0.31049080000000007,0.1516283696139,-0.12519392694040002
0.406604,0.36962690000000004,-0.3013397,0.15029177604760002,-0.1225259273788
0.409995,0.36323500000000003,-0.2923833,0.148924533825,-0.1198756910835
0.41338500000000006,0.3568745,-0.2836179,0.1475265651825,-0.11724338559150001
0.41677600000000004,0.35054749999999996,-0.2750439,0.14609978486,-0.11463169646640001
0.420167,0.3442556,-0.26665730000000004,0.1446448426852,-0.11204059776910003
0.423558,0.33799979999999996,-0.2584574,0.1431625192884,-0.1094716994292
0.42694899999999997,0.33178050000000003,-0.25044159999999993,0.1416533526945,-0.10692579067839997
0.43033999999999994,0.3255993,-0.2426085,0.14011840276199997,-0.10440414188999998
0.43373,0.3194576,-0.23495620000000006,0.138558344848,-0.10190755262600003
0.437121,0.31335670000000004,-0.22748129999999994,0.1369747940607,-0.09943685333729997
0.440512,0.3072973,-0.2201825,0.13536814821760002,-0.09699303344
0.443903,0.30128140000000003,-0.21305809999999997,0.1337397173042,-0.09457712976429998
0.44729399999999997,0.2953093,-0.2061045,0.13209007803419998,-0.09218930622299999
0.45068500000000006,0.28938169999999996,-0.1993217,0.1304199914645,-0.0898313003645
0.454075,0.2835013,-0.19270500000000002,0.12873085279750002,-0.087502522875
0.457466,0.27766769999999996,-0.1862541,0.12702353204819997,-0.0852049181106
0.46085699999999996,0.2718833,-0.1799653,0.12529932198809998,-0.08293826826209999
0.46424799999999994,0.26614740000000003,-0.17383729999999997,0.1235583981552,-0.08070361885039998
0.467639,0.2604624,-0.1678671,0.1218023762736,-0.0785012027769
0.47103,0.2548299,-0.16205239999999999,0.120032527797,-0.076331541972
0.47442,0.24924960000000002,-0.1563915,0.11824899523200001,-0.07419525543
0.477811,0.24372320000000003,-0.1508814,0.1164536259152,-0.0720927926154
0.481202,0.238251,-0.1455208,0.114646857702,-0.0700249000016
0.48459300000000005,0.23283469999999995,-0.140305,0.11283006577709999,-0.06799082086500001
0.48798400000000003,0.2274749,-0.1352337,0.11100411160160001,-0.0659918818608
0.491375,0.22217269999999995,-0.1303032,0.10917011046249997,-0.06402773490000001
0.49476499999999995,0.21692909999999996,-0.1255119,0.10732892616149997,-0.062098895203499996
0.49815600000000004,0.211744,-0.1208574,0.105481544064,-0.06020583895440001
0.5015470000000001,0.20661990000000002,-0.1163364,0.10362959098530003,-0.05834817241080001
0.504938,0.201556,-0.11194720000000002,0.10177328352800001,-0.05652639527360001
0.508329,0.196554,-0.10768719999999998,0.099914098266,-0.054740526688799994
0.51172,0.19161430000000002,-0.10355440000000002,0.098052869596,-0.052990857568000004
0.5151100000000001,0.18673820000000002,-0.0995447,0.09619071420200002,-0.05127647041700001
0.518501,0.181926,-0.09565774,0.094328812926,-0.04959863384774
0.521892,0.1771778,-0.09188983,0.09246767639760001,-0.047956567158360004
0.5252829999999999,0.1724955,-0.08823896,0.09060895372649999,-0.046350425625679995
0.528674,0.1678782,-0.08470262,0.0887528395068,-0.04478007292588
0.532065,0.1633278,-0.08127842,0.08690100590699999,-0.043245402537300005
0.535455,0.15884410000000002,-0.07796388000000001,0.08505386756550001,-0.041746149365400005
0.538846,0.154428,-0.07475675,0.08321291008800001,-0.0402823757105
0.542237,0.1500799,-0.07165458,0.08137887473629998,-0.03885376449546
0.545628,0.14580010000000002,-0.06865508,0.07955261696280001,-0.037460133990239994
0.5490189999999999,0.14158890000000002,-0.06575574000000001,0.0777349962891,-0.036101150619059996
0.5524100000000001,0.13744710000000002,-0.06295447000000001,0.07592715251100002,-0.03477667877270001
0.5558,0.1333746,-0.06024876,0.07412960268,-0.033486260808
