xbj,t,x,Q2,gpd_u,gpd_d
0.0006,-1,0.35235,10,0.545716,0.163817
0.0006,-1,0.386259,0.5,0.675152,0.2242
0.0006,-1,0.386259,1,0.620828,0.193572
0.0006,-1,0.386259,1.5,0.591953,0.179572
0.0006,-1,0.386259,2,0.572947,0.170927
0.0006,-1,0.386259,2.5,0.55899,0.164819
0.0006,-1,0.386259,3,0.548056,0.16016
0.0006,-1,0.386259,4,0.531622,0.153348
0.0006,-1,0.386259,5,0.519533,0.148471
0.0006,-1,0.386259,7.5,0.498943,0.140403
0.0006,-1,0.386259,10,0.485328,0.135219
0.0006,-1,0.420167,0.5,0.641679,0.19605
0.0006,-1,0.420167,1,0.574067,0.164885
0.0006,-1,0.420167,1.5,0.540582,0.151135
0.0006,-1,0.420167,2,0.519184,0.142788
0.0006,-1,0.420167,2.5,0.503749,0.136952
0.0006,-1,0.420167,3,0.491807,0.132536
0.0006,-1,0.420167,4,0.474087,0.126132
0.0006,-1,0.420167,5,0.461217,0.121584
0.0006,-1,0.420167,7.5,0.439596,0.11413
0.0006,-1,0.420167,10,0.425494,0.109385
0.0006,-1,0.454075,0.5,0.59998,0.16743
0.0006,-1,0.454075,1,0.522163,0.13725
0.0006,-1,0.454075,1.5,0.485577,0.124334
0.0006,-1,0.454075,2,0.462735,0.116607
0.0006,-1,0.454075,2.5,0.446492,0.111256
0.0006,-1,0.454075,3,0.434053,0.107234
0.0006,-1,0.454075,4,0.415791,0.101444
0.0006,-1,0.454075,5,0.402668,0.0973635
0.0006,-1,0.454075,7.5,0.380878,0.0907282
0.0006,-1,0.454075,10,0.366832,0.0865401
0.0006,-1,0.487984,0.5,0.550492,0.139384
0.0006,-1,0.487984,1,0.46598,0.111419
0.0006,-1,0.487984,1.5,0.427886,0.0997704
0.0006,-1,0.487984,2,0.404562,0.0928938
0.0006,-1,0.487984,2.5,0.388181,0.0881726
0.0006,-1,0.487984,3,0.375745,0.084646
0.0006,-1,0.487984,4,0.357658,0.0796023
0.0006,-1,0.487984,5,0.344782,0.0760712
0.0006,-1,0.487984,7.5,0.32362,0.070372
0.0006,-1,0.487984,10,0.310122,0.0668018
0.0006,-1,0.521892,0.5,0.494154,0.112861
0.0006,-1,0.521892,1,0.40674,0.0880034
0.0006,-1,0.521892,1.5,0.368744,0.0779035
0.0006,-1,0.521892,2,0.34588,0.0720136
0.0006,-1,0.521892,2.5,0.329996,0.0680016
0.0006,-1,0.521892,3,0.318034,0.0650219
0.0006,-1,0.521892,4,0.30078,0.0607863
0.0006,-1,0.521892,5,0.288601,0.0578393
0.0006,-1,0.521892,7.5,0.268771,0.0531147
0.0006,-1,0.521892,10,0.256243,0.0501756
0.0006,-1,0.5558,0.5,0.432439,0.0886517
0.0006,-1,0.5558,1,0.346,0.0674415
0.0006,-1,0.5558,1.5,0.309638,0.059022
0.0006,-1,0.5558,2,0.288098,0.0541681
0.0006,-1,0.5558,2.5,0.273286,0.0508863
0.0006,-1,0.5558,3,0.262211,0.048462
0.0006,-1,0.5558,4,0.24636,0.0450354
0.0006,-1,0.5558,5,0.235259,0.0426649
0.0006,-1,0.5558,7.5,0.217339,0.0388885
0.0006,-1,0.5558,10,0.206118,0.036554
0.0006,-1,0.589709,0.5,0.367348,0.0673364
0.0006,-1,0.589709,1,0.285592,0.0499779
0.0006,-1,0.589709,1.5,0.252226,0.0432386
0.0006,-1,0.589709,2,0.232751,0.0393957
0.0006,-1,0.589709,2.5,0.219484,0.0368158
0.0006,-1,0.589709,3,0.209633,0.0349196
0.0006,-1,0.589709,4,0.195635,0.0322539
0.0006,-1,0.589709,5,0.185903,0.0304198
0.0006,-1,0.589709,7.5,0.17032,0.0275148
0.0006,-1,0.589709,10,0.16064,0.0257295
0.0006,-1,0.623617,0.5,0.301336,0.0492615
0.0006,-1,0.623617,1,0.227512,0.0356647
0.0006,-1,0.623617,1.5,0.198237,0.0304981
0.0006,-1,0.623617,2,0.181388,0.027583
0.0006,-1,0.623617,2.5,0.170013,0.0256392
0.0006,-1,0.623617,3,0.161621,0.0242176
0.0006,-1,0.623617,4,0.149778,0.0222292
0.0006,-1,0.623617,5,0.141601,0.0208681
0.0006,-1,0.623617,7.5,0.128605,0.0187241
0.0006,-1,0.623617,10,0.120594,0.0174135
0.0006,-1,0.657526,0.5,0.237158,0.0345354
0.0006,-1,0.657526,1,0.173772,0.0243783
0.0006,-1,0.657526,1.5,0.149323,0.0205994
0.0006,-1,0.657526,2,0.135441,0.0184893
0.0006,-1,0.657526,2.5,0.126149,0.0170916
0.0006,-1,0.657526,3,0.119337,0.0160742
0.0006,-1,0.657526,4,0.109787,0.0146581
0.0006,-1,0.657526,5,0.103235,0.0136935
0.0006,-1,0.657526,7.5,0.0928956,0.0121818
0.0006,-1,0.657526,10,0.0865655,0.0112623
0.0006,-1,0.691434,0.5,0.17762,0.0230485
0.0006,-1,0.691434,1,0.126192,0.015851
0.0006,-1,0.691434,1.5,0.106887,0.0132291
0.0006,-1,0.691434,2,0.0960687,0.0117801
0.0006,-1,0.691434,2.5,0.0888888,0.0108265
0.0006,-1,0.691434,3,0.0836564,0.0101355
0.0006,-1,0.691434,4,0.0763661,0.00917843
0.0006,-1,0.691434,5,0.0713961,0.00852955
0.0006,-1,0.691434,7.5,0.063603,0.00751747
0.0006,-1,0.691434,10,0.0588616,0.00690456
0.0006,-1,0.725342,0.5,0.125261,0.0145128
0.0006,-1,0.725342,1,0.0861847,0.00971233
0.0006,-1,0.725342,1.5,0.0719059,0.00800074
0.0006,-1,0.725342,2,0.0640083,0.00706452
0.0006,-1,0.725342,2.5,0.0588096,0.00645237
0.0006,-1,0.725342,3,0.055043,0.00601087
0.0006,-1,0.725342,4,0.0498262,0.00540213
0.0006,-1,0.725342,5,0.0462907,0.00499127
0.0006,-1,0.725342,7.5,0.0407797,0.00435329
0.0006,-1,0.725342,10,0.0374452,0.00396845
0.0006,-1,0.759251,0.5,0.082002,0.00851392
0.0006,-1,0.759251,1,0.0545486,0.00553471
0.0006,-1,0.759251,1.5,0.0447863,0.00449577
0.0006,-1,0.759251,2,0.0394565,0.00393346
0.0006,-1,0.759251,2.5,0.0359764,0.00356819
0.0006,-1,0.759251,3,0.0334694,0.00330596
0.0006,-1,0.759251,4,0.0300169,0.00294602
0.0006,-1,0.759251,5,0.0276899,0.00270413
0.0006,-1,0.759251,7.5,0.0240821,0.00233005
0.0006,-1,0.759251,10,0.0219094,0.00210516
0.0006,-1,0.793159,0.5,0.0488418,0.00456839
0.0006,-1,0.793159,1,0.031337,0.00287737
0.0006,-1,0.793159,1.5,0.025284,0.00230133
0.0006,-1,0.793159,2,0.0220226,0.00199296
0.0006,-1,0.793159,2.5,0.0199102,0.00179399
0.0006,-1,0.793159,3,0.0183969,0.00165179
0.0006,-1,0.793159,4,0.0163244,0.00145749
0.0006,-1,0.793159,5,0.0149346,0.00132745
0.0006,-1,0.793159,7.5,0.01279,0.00112707
0.0006,-1,0.793159,10,0.0115032,0.00100693
0.0006,-1,0.827067,0.5,0.0256808,0.00217878
0.0006,-1,0.827067,1,0.0158357,0.00132447
0.0006,-1,0.827067,1.5,0.0125301,0.00104075
0.0006,-1,0.827067,2,0.010773,0.000890634
0.0006,-1,0.827067,2.5,0.00964417,0.000794445
0.0006,-1,0.827067,3,0.00883992,0.000726023
0.0006,-1,0.827067,4,0.00774426,0.000632937
0.0006,-1,0.827067,5,0.00701298,0.000570874
0.0006,-1,0.827067,7.5,0.00588898,0.000475525
0.0006,-1,0.827067,10,0.00521639,0.000418466
0.0006,-1,0.860976,0.5,0.0113463,0.00088035
0.0006,-1,0.860976,1,0.00668701,0.000513451
0.0006,-1,0.860976,1.5,0.00517183,0.000395027
0.0006,-1,0.860976,2,0.00437787,0.000333159
0.0006,-1,0.860976,2.5,0.00387205,0.000293805
0.0006,-1,0.860976,3,0.00351363,0.000265944
0.0006,-1,0.860976,4,0.00302777,0.000228199
0.0006,-1,0.860976,5,0.00270485,0.000203119
0.0006,-1,0.860976,7.5,0.00220999,0.000164668
0.0006,-1,0.860976,10,0.00191443,0.000141677
0.0006,-1,0.894884,0.5,0.00384737,0.000275569
0.0006,-1,0.894884,1,0.00214705,0.000152699
0.0006,-1,0.894884,1.5,0.00161379,0.000114341
0.0006,-1,0.894884,2,0.00133865,9.45828e-05
0.0006,-1,0.894884,2.5,0.00116487,8.21113e-05
0.0006,-1,0.894884,3,0.00104239,7.33229e-05
0.0006,-1,0.894884,4,0.000877093,6.14612e-05
0.0006,-1,0.894884,5,0.000767597,5.3599e-05
0.0006,-1,0.894884,7.5,0.000600008,4.15471e-05
0.0006,-1,0.894884,10,0.000500047,3.43332e-05
0.0006,-1,0.928792,0.5,0.000820221,5.47914e-05
0.0006,-1,0.928792,1,0.000425817,2.83253e-05
0.0006,-1,0.928792,1.5,0.000307359,2.03949e-05
0.0006,-1,0.928792,2,0.00024722,1.63715e-05
0.0006,-1,0.928792,2.5,0.0002095,1.38483e-05
0.0006,-1,0.928792,3,0.000182984,1.20742e-05
0.0006,-1,0.928792,4,0.000147186,9.67769e-06
0.0006,-1,0.928792,5,0.00012338,8.08215e-06
0.0006,-1,0.928792,7.5,8.64788e-05,5.60482e-06
0.0006,-1,0.928792,10,6.41047e-05,4.0907e-06
0.0006,-1,0.962701,0.5,5.96003e-05,3.75327e-06
0.0006,-1,0.962701,1,2.76823e-05,1.74067e-06
0.0006,-1,0.962701,1.5,1.84788e-05,1.16278e-06
0.0006,-1,0.962701,2,1.37108e-05,8.65441e-07
0.0006,-1,0.962701,2.5,1.05684e-05,6.7119e-07
0.0006,-1,0.962701,3,8.20734e-06,5.26685e-07
0.0006,-1,0.962701,4,4.653e-06,3.12152e-07
0.0006,-1,0.962701,5,1.89197e-06,1.48128e-07
0.0006,-1,0.962701,7.5,-3.51778e-06,-1.65664e-07
0.0006,-1,0.962701,10,-8.15756e-06,-4.33761e-07
0.0006,-1,9.72476e-05,0.5,26.2582,6.34519
0.0006,-1,9.72476e-05,1,27.32,6.91274
0.0006,-1,9.72476e-05,1.5,27.9069,7.19676
0.0006,-1,9.72476e-05,2,28.3048,7.38154
0.0006,-1,9.72476e-05,2.5,28.6037,7.51702
0.0006,-1,9.72476e-05,3,28.8422,7.62334
0.0006,-1,9.72476e-05,4,29.2085,7.78388
0.0006,-1,9.72476e-05,5,29.4843,7.90286
0.0006,-1,9.72476e-05,7.5,29.9677,8.10802
0.0006,-1,9.72476e-05,10,30.2978,8.24589
0.0006,-1.25,0.000128556,0.5,35.0667,2.4287
0.0006,-1.25,0.000128556,1,35.9927,2.91903
0.0006,-1.25,0.000128556,1.5,36.5218,3.1695
0.0006,-1.25,0.000128556,2,36.8853,3.3338
0.0006,-1.25,0.000128556,2.5,37.1604,3.45483
0.0006,-1.25,0.000128556,3,37.381,3.5501
0.0006,-1.25,0.000128556,4,37.7214,3.69438
0.0006,-1.25,0.000128556,5,37.979,3.80162
0.0006,-1.25,0.000128556,7.5,38.4325,3.98701
0.0006,-1.25,0.000128556,10,38.7436,4.1119
0.0006,-1.25,0.000169943,0.5,42.3163,2.94085
0.0006,-1.25,0.000169943,1,43.4453,3.53707
0.0006,-1.25,0.000169943,1.5,44.0903,3.84187
0.0006,-1.25,0.000169943,2,44.5334,4.04188
0.0006,-1.25,0.000169943,2.5,44.8688,4.18927
0.0006,-1.25,0.000169943,3,45.1378,4.30531
0.0006,-1.25,0.000169943,4,45.5528,4.48111
0.0006,-1.25,0.000169943,5,45.8669,4.61181
0.0006,-1.25,0.000169943,7.5,46.4201,4.83782
0.0006,-1.25,0.000169943,10,46.7996,4.99013
0.0006,-1.25,0.000224655,0.5,48.8799,3.41623
0.0006,-1.25,0.000224655,1,50.2062,4.1136
0.0006,-1.25,0.000224655,1.5,50.9638,4.47053
0.0006,-1.25,0.000224655,2,51.4842,4.70493
0.0006,-1.25,0.000224655,2.5,51.8781,4.87773
0.0006,-1.25,0.000224655,3,52.1941,5.01384
0.0006,-1.25,0.000224655,4,52.6817,5.22013
0.0006,-1.25,0.000224655,5,53.0508,5.37356
0.0006,-1.25,0.000224655,7.5,53.7011,5.63903
0.0006,-1.25,0.000224655,10,54.1472,5.81803
0.0006,-1.25,0.00029698,0.5,52.2794,3.69228
0.0006,-1.25,0.00029698,1,53.7423,4.45546
0.0006,-1.25,0.00029698,1.5,54.5773,4.84693
0.0006,-1.25,0.00029698,2,55.1511,5.10435
0.0006,-1.25,0.00029698,2.5,55.5855,5.29429
0.0006,-1.25,0.00029698,3,55.934,5.44401
0.0006,-1.25,0.00029698,4,56.4719,5.67109
0.0006,-1.25,0.00029698,5,56.8792,5.84012
0.0006,-1.25,0.00029698,7.5,57.5972,6.13284
0.0006,-1.25,0.00029698,10,58.09,6.33041
0.0006,-1.25,0.00039259,0.5,47.5509,3.44141
0.0006,-1.25,0.00039259,1,48.9774,4.17297
0.0006,-1.25,0.00039259,1.5,49.7905,4.55002
0.0006,-1.25,0.00039259,2,50.3494,4.79866
0.0006,-1.25,0.00039259,2.5,50.7727,4.98249
0.0006,-1.25,0.00039259,3,51.1125,5.1276
0.0006,-1.25,0.00039259,4,51.6373,5.34805
0.0006,-1.25,0.00039259,5,52.0349,5.51244
0.0006,-1.25,0.00039259,7.5,52.7364,5.79768
0.0006,-1.25,0.00039259,10,53.2184,5.99061
0.0006,-1.25,0.000518981,0.5,25.184,2.03365
0.0006,-1.25,0.000518981,1,26.183,2.51609
0.0006,-1.25,0.000518981,1.5,26.7499,2.76911
0.0006,-1.25,0.000518981,2,27.1398,2.93764
0.0006,-1.25,0.000518981,2.5,27.4357,3.06309
0.0006,-1.25,0.000518981,3,27.6735,3.16264
0.0006,-1.25,0.000518981,4,28.0416,3.31474
0.0006,-1.25,0.000518981,5,28.3212,3.42882
0.0006,-1.25,0.000518981,7.5,28.8159,3.62815
0.0006,-1.25,0.000518981,10,29.157,3.76392
0.0006,-1.25,0.000686062,0.5,1.16769,0.475687
0.0006,-1.25,0.000686062,1,1.64893,0.667569
0.0006,-1.25,0.000686062,1.5,1.91767,0.774154
0.0006,-1.25,0.000686062,2,2.10282,0.847388
0.0006,-1.25,0.000686062,2.5,2.2438,0.903044
0.0006,-1.25,0.000686062,3,2.35753,0.947886
0.0006,-1.25,0.000686062,4,2.53443,1.01753
0.0006,-1.25,0.000686062,5,2.66955,1.07065
0.0006,-1.25,0.000686062,7.5,2.91046,1.16519
0.0006,-1.25,0.000686062,10,3.07796,1.23081
0.0006,-1.25,0.000906934,0.5,1.11313,0.45328
0.0006,-1.25,0.000906934,1,1.56118,0.631702
0.0006,-1.25,0.000906934,1.5,1.80989,0.730201
0.0006,-1.25,0.000906934,2,1.98072,0.797661
0.0006,-1.25,0.000906934,2.5,2.11051,0.848819
0.0006,-1.25,0.000906934,3,2.21506,0.889971
0.0006,-1.25,0.000906934,4,2.37741,0.953775
0.0006,-1.25,0.000906934,5,2.5012,1.00235
0.0006,-1.25,0.000906934,7.5,2.72147,1.08863
0.0006,-1.25,0.000906934,10,2.87432,1.14839
0.0006,-1.25,0.00119891,0.5,1.06065,0.431747
0.0006,-1.25,0.00119891,1,1.47722,0.597411
0.0006,-1.25,0.00119891,1.5,1.70702,0.688281
0.0006,-1.25,0.00119891,2,1.86435,0.750308
0.0006,-1.25,0.00119891,2.5,1.98362,0.79724
0.0006,-1.25,0.00119891,3,2.07955,0.834931
0.0006,-1.25,0.00119891,4,2.22825,0.893262
0.0006,-1.25,0.00119891,5,2.34143,0.937587
0.0006,-1.25,0.00119891,7.5,2.54242,1.01615
0.0006,-1.25,0.00119891,10,2.68158,1.07045
0.0006,-1.25,0.00158489,0.5,1.01022,0.411075
0.0006,-1.25,0.00158489,1,1.39694,0.564657
0.0006,-1.25,0.00158489,1.5,1.60891,0.648338
0.0006,-1.25,0.00158489,2,1.75354,0.705257
0.0006,-1.25,0.00158489,2.5,1.86294,0.748225
0.0006,-1.25,0.00158489,3,1.95078,0.78267
0.0006,-1.25,0.00158489,4,2.08669,0.835879
0.0006,-1.25,0.00158489,5,2.18995,0.876233
0.0006,-1.25,0.00158489,7.5,2.37291,0.9476
0.0006,-1.25,0.00158489,10,2.49932,0.996806
0.0006,-1.25,0.00209514,0.5,0.961801,0.391258
0.0006,-1.25,0.00209514,1,1.32027,0.53341
0.0006,-1.25,0.00209514,1.5,1.51543,0.610322
0.0006,-1.25,0.00209514,2,1.64812,0.662445
0.0006,-1.25,0.00209514,2.5,1.74826,0.701695
0.0006,-1.25,0.00209514,3,1.82852,0.733103
0.0006,-1.25,0.00209514,4,1.95246,0.781523
0.0006,-1.25,0.00209514,5,2.04644,0.818169
0.0006,-1.25,0.00209514,7.5,2.2126,0.882826
0.0006,-1.25,0.00209514,10,2.32712,0.927298
0.0006,-1.25,0.00276965,0.5,0.915388,0.372293
0.0006,-1.25,0.00276965,1,1.24712,0.503642
0.0006,-1.25,0.00276965,1.5,1.42646,0.574189
0.0006,-1.25,0.00276965,2,1.54794,0.621812
0.0006,-1.25,0.00276965,2.5,1.6394,0.657581
0.0006,-1.25,0.00276965,3,1.71256,0.686147
0.0006,-1.25,0.00276965,4,1.82532,0.730095
0.0006,-1.25,0.00276965,5,1.91064,0.763283
0.0006,-1.25,0.00276965,7.5,2.06113,0.821695
0.0006,-1.25,0.00276965,10,2.1646,0.861766
0.0006,-1.25,0.00366131,0.5,0.870971,0.354186
0.0006,-1.25,0.00366131,1,1.17744,0.475336
0.0006,-1.25,0.00366131,1.5,1.3419,0.539902
0.0006,-1.25,0.00366131,2,1.45287,0.583308
0.0006,-1.25,0.00366131,2.5,1.53619,0.61582
0.0006,-1.25,0.00366131,3,1.60272,0.641733
0.0006,-1.25,0.00366131,4,1.70503,0.681508
0.0006,-1.25,0.00366131,5,1.78228,0.711476
0.0006,-1.25,0.00366131,7.5,1.91818,0.764079
0.0006,-1.25,0.00366131,10,2.01138,0.800065
0.0006,-1.25,0.00484003,0.5,0.828559,0.336947
0.0006,-1.25,0.00484003,1,1.11119,0.448482
0.0006,-1.25,0.00484003,1.5,1.26167,0.507433
0.0006,-1.25,0.00484003,2,1.36279,0.546893
0.0006,-1.25,0.00484003,2.5,1.4385,0.576361
0.0006,-1.25,0.00484003,3,1.49883,0.599797
0.0006,-1.25,0.00484003,4,1.5914,0.635683
0.0006,-1.25,0.00484003,5,1.66113,0.662654
0.0006,-1.25,0.00484003,7.5,1.78347,0.709861
0.0006,-1.25,0.00484003,10,1.86714,0.74206
0.0006,-1.25,0.00639824,0.5,0.788181,0.320599
0.0006,-1.25,0.00639824,1,1.04833,0.423078
0.0006,-1.25,0.00639824,1.5,1.1857,0.476766
0.0006,-1.25,0.00639824,2,1.27759,0.512533
0.0006,-1.25,0.00639824,2.5,1.3462,0.53916
0.0006,-1.25,0.00639824,3,1.40074,0.560286
0.0006,-1.25,0.00639824,4,1.48424,0.592551
0.0006,-1.25,0.00639824,5,1.54697,0.616736
0.0006,-1.25,0.00639824,7.5,1.65672,0.658935
0.0006,-1.25,0.00639824,10,1.73155,0.687625
0.0006,-1.25,0.0084581,0.5,0.749888,0.305181
0.0006,-1.25,0.0084581,1,0.988868,0.399139
0.0006,-1.25,0.0084581,1.5,1.11394,0.447895
0.0006,-1.25,0.0084581,2,1.19722,0.480212
0.0006,-1.25,0.0084581,2.5,1.25919,0.504187
0.0006,-1.25,0.0084581,3,1.30834,0.52316
0.0006,-1.25,0.0084581,4,1.38338,0.552055
0.0006,-1.25,0.0084581,5,1.43961,0.57365
0.0006,-1.25,0.0084581,7.5,1.53768,0.611204
0.0006,-1.25,0.0084581,10,1.60433,0.636645
0.0006,-1.25,0.0111811,0.5,0.713766,0.290745
0.0006,-1.25,0.0111811,1,0.932838,0.376694
0.0006,-1.25,0.0111811,1.5,1.04639,0.420831
0.0006,-1.25,0.0111811,2,1.12161,0.449922
0.0006,-1.25,0.0111811,2.5,1.17739,0.471422
0.0006,-1.25,0.0111811,3,1.22152,0.488389
0.0006,-1.25,0.0111811,4,1.2887,0.514148
0.0006,-1.25,0.0111811,5,1.33889,0.533337
0.0006,-1.25,0.0111811,7.5,1.42613,0.56658
0.0006,-1.25,0.0111811,10,1.4852,0.589012
0.0006,-1.25,0.0147808,0.5,0.67994,0.277372
0.0006,-1.25,0.0147808,1,0.880308,0.355791
0.0006,-1.25,0.0147808,1.5,0.983082,0.395598
0.0006,-1.25,0.0147808,2,1.05078,0.421673
0.0006,-1.25,0.0147808,2.5,1.10078,0.440862
0.0006,-1.25,0.0147808,3,1.14023,0.455957
0.0006,-1.25,0.0147808,4,1.2001,0.478794
0.0006,-1.25,0.0147808,5,1.24467,0.495744
0.0006,-1.25,0.0147808,7.5,1.32186,0.524985
0.0006,-1.25,0.0147808,10,1.37392,0.544628
0.0006,-1.25,0.0195393,0.5,0.648595,0.265171
0.0006,-1.25,0.0195393,1,0.831394,0.336503
0.0006,-1.25,0.0195393,1.5,0.924071,0.372243
0.0006,-1.25,0.0195393,2,0.98473,0.395488
0.0006,-1.25,0.0195393,2.5,1.02935,0.412514
0.0006,-1.25,0.0195393,3,1.06443,0.425857
0.0006,-1.25,0.0195393,4,1.11749,0.445965
0.0006,-1.25,0.0195393,5,1.15685,0.460826
0.0006,-1.25,0.0195393,7.5,1.22471,0.486339
0.0006,-1.25,0.0195393,10,1.27026,0.503389
0.0006,-1.25,0.0258298,0.5,0.61999,0.254297
0.0006,-1.25,0.0258298,1,0.786273,0.318928
0.0006,-1.25,0.0258298,1.5,0.869475,0.350828
0.0006,-1.25,0.0258298,2,0.923544,0.371406
0.0006,-1.25,0.0258298,2.5,0.963122,0.386393
0.0006,-1.25,0.0258298,3,0.994128,0.39809
0.0006,-1.25,0.0258298,4,1.04083,0.415633
0.0006,-1.25,0.0258298,5,1.07532,0.428535
0.0006,-1.25,0.0258298,7.5,1.1345,0.450557
0.0006,-1.25,0.0258298,10,1.17402,0.465185
0.0006,-1.25,0.0341455,0.5,0.59449,0.244953
0.0006,-1.25,0.0341455,1,0.745194,0.30319
0.0006,-1.25,0.0341455,1.5,0.819463,0.331427
0.0006,-1.25,0.0341455,2,0.867327,0.349464
0.0006,-1.25,0.0341455,2.5,0.902165,0.362513
0.0006,-1.25,0.0341455,3,0.929339,0.372645
0.0006,-1.25,0.0341455,4,0.970071,0.387755
0.0006,-1.25,0.0341455,5,1.00001,0.398802
0.0006,-1.25,0.0341455,7.5,1.05106,0.417526
0.0006,-1.25,0.0341455,10,1.08495,0.429869
0.0006,-1.25,0.0451383,0.5,0.572595,0.237406
0.0006,-1.25,0.0451383,1,0.708482,0.289427
0.0006,-1.25,0.0451383,1.5,0.774252,0.314106
0.0006,-1.25,0.0451383,2,0.816218,0.329681
0.0006,-1.25,0.0451383,2.5,0.846554,0.340855
0.0006,-1.25,0.0451383,3,0.870093,0.349476
0.0006,-1.25,0.0451383,4,0.905171,0.362242
0.0006,-1.25,0.0451383,5,0.930795,0.371505
0.0006,-1.25,0.0451383,7.5,0.974182,0.387065
0.0006,-1.25,0.0451383,10,1.00275,0.397225
0.0006,-1.25,0.0596702,0.5,0.554982,0.231974
0.0006,-1.25,0.0596702,1,0.676539,0.277755
0.0006,-1.25,0.0596702,1.5,0.734079,0.298876
0.0006,-1.25,0.0596702,2,0.770342,0.312
0.0006,-1.25,0.0596702,2.5,0.79633,0.321313
0.0006,-1.25,0.0596702,3,0.816363,0.328438
0.0006,-1.25,0.0596702,4,0.846,0.338891
0.0006,-1.25,0.0596702,5,0.867479,0.346399
0.0006,-1.25,0.0596702,7.5,0.903514,0.358862
0.0006,-1.25,0.0596702,10,0.927007,0.366894
0.0006,-1.25,0.0788805,0.5,0.542533,0.228982
0.0006,-1.25,0.0788805,1,0.649787,0.268172
0.0006,-1.25,0.0788805,1.5,0.699123,0.285585
0.0006,-1.25,0.0788805,2,0.729715,0.296173
0.0006,-1.25,0.0788805,2.5,0.751392,0.303573
0.0006,-1.25,0.0788805,3,0.767956,0.309168
0.0006,-1.25,0.0788805,4,0.79222,0.317265
0.0006,-1.25,0.0788805,5,0.80962,0.322997
0.0006,-1.25,0.0788805,7.5,0.838447,0.332346
0.0006,-1.25,0.0788805,10,0.856981,0.338253
0.0006,-1.25,0.104275,0.5,0.536306,0.228592
0.0006,-1.25,0.104275,1,0.628523,0.260349
0.0006,-1.25,0.104275,1.5,0.669303,0.273691
0.0006,-1.25,0.104275,2,0.69402,0.281537
0.0006,-1.25,0.104275,2.5,0.711252,0.286889
0.0006,-1.25,0.104275,3,0.724254,0.290857
0.0006,-1.25,0.104275,4,0.743026,0.296474
0.0006,-1.25,0.104275,5,0.756279,0.300352
0.0006,-1.25,0.104275,7.5,0.777818,0.306482
0.0006,-1.25,0.104275,10,0.791373,0.310217
0.0006,-1.25,0.137846,0.5,0.537312,0.230378
0.0006,-1.25,0.137846,1,0.61249,0.253168
0.0006,-1.25,0.137846,1.5,0.643797,0.261823
0.0006,-1.25,0.137846,2,0.662096,0.266586
0.0006,-1.25,0.137846,2.5,0.674518,0.269672
0.0006,-1.25,0.137846,3,0.683692,0.271862
0.0006,-1.25,0.137846,4,0.696613,0.2748
0.0006,-1.25,0.137846,5,0.705481,0.276702
0.0006,-1.25,0.137846,7.5,0.719395,0.279454
0.0006,-1.25,0.137846,10,0.727795,0.280947
0.0006,-1.25,0.182224,0.5,0.545705,0.23232
0.0006,-1.25,0.182224,1,0.599841,0.243865
0.0006,-1.25,0.182224,1.5,0.619968,0.24702
0.0006,-1.25,0.182224,2,0.630867,0.248286
0.0006,-1.25,0.182224,2.5,0.63783,0.248856
0.0006,-1.25,0.182224,3,0.642712,0.249105
0.0006,-1.25,0.182224,4,0.649151,0.249172
0.0006,-1.25,0.182224,5,0.65323,0.248995
0.0006,-1.25,0.182224,7.5,0.658942,0.24827
0.0006,-1.25,0.182224,10,0.661887,0.247507
0.0006,-1.25,0.24089,0.5,0.558386,0.228882
0.0006,-1.25,0.24089,1,0.584706,0.22672
0.0006,-1.25,0.24089,1.5,0.591055,0.223731
0.0006,-1.25,0.24089,2,0.593156,0.221263
0.0006,-1.25,0.24089,2.5,0.593778,0.219229
0.0006,-1.25,0.24089,3,0.59376,0.217515
0.0006,-1.25,0.24089,4,0.592945,0.214748
0.0006,-1.25,0.24089,5,0.591767,0.212575
0.0006,-1.25,0.24089,7.5,0.588685,0.208616
0.0006,-1.25,0.24089,10,0.585925,0.205826
0.0006,-1.25,0.318442,0.5,0.553471,0.207015
0.0006,-1.25,0.318442,1,0.545518,0.191769
0.0006,-1.25,0.318442,1.5,0.536504,0.183608
0.0006,-1.25,0.318442,2,0.529287,0.178213
0.0006,-1.25,0.318442,2.5,0.523427,0.174239
0.0006,-1.25,0.318442,3,0.518529,0.171118
0.0006,-1.25,0.318442,4,0.510697,0.166416
0.0006,-1.25,0.318442,5,0.504591,0.162947
0.0006,-1.25,0.318442,7.5,0.49356,0.157018
0.0006,-1.25,0.318442,10,0.485847,0.153084
0.0006,-1.25,0.35235,0.5,0.547726,0.193296
0.0006,-1.25,0.35235,1,0.524932,0.173909
0.0006,-1.25,0.35235,1.5,0.509752,0.164323
0.0006,-1.25,0.35235,2,0.498952,0.158194
0.0006,-1.25,0.35235,2.5,0.490669,0.153768
0.0006,-1.25,0.35235,3,0.483991,0.15034
0.0006,-1.25,0.35235,4,0.473664,0.145249
0.0006,-1.25,0.35235,5,0.465856,0.141545
0.0006,-1.25,0.35235,7.5,0.452174,0.135312
0.0006,-1.25,0.35235,10,0.442875,0.131237
0.0006,-1.25,0.386259,0.5,0.535959,0.176773
0.0006,-1.25,0.386259,1,0.499376,0.1546
0.0006,-1.25,0.386259,1.5,0.478792,0.144213
0.0006,-1.25,0.386259,2,0.464955,0.13773
0.0006,-1.25,0.386259,2.5,0.454671,0.133118
