xbj,t,x,Q2,gpd_u,gpd_d
0.0001,-0.1,0.00327455,3,17.2879,12.1351
0.0001,-0.1,0.00327455,4,18.1021,12.6596
0.0001,-0.1,0.00327455,5,18.7124,13.0508
0.0001,-0.1,0.00327455,7.5,19.7779,13.7299
0.0001,-0.1,0.00327455,10,20.5042,14.19
0.0001,-0.1,0.00336723,0.5,11.0862,8.02726
0.0001,-0.1,0.00336723,1,13.7007,9.78038
0.0001,-0.1,0.00336723,1.5,15.0502,10.6701
0.0001,-0.1,0.00336723,2,15.9447,11.2545
0.0001,-0.1,0.00336723,2.5,16.6088,11.6858
0.0001,-0.1,0.00336723,3,17.1351,12.026
0.0001,-0.1,0.00336723,4,17.9383,12.5427
0.0001,-0.1,0.00336723,5,18.5403,12.9281
0.0001,-0.1,0.00336723,7.5,19.591,13.5967
0.0001,-0.1,0.00336723,10,20.307,14.0495
0.0001,-0.1,0.00346253,0.5,11.0079,7.97215
0.0001,-0.1,0.00346253,1,13.5924,9.70328
0.0001,-0.1,0.00346253,1.5,14.9253,10.581
0.0001,-0.1,0.00346253,2,15.8084,11.1572
0.0001,-0.1,0.00346253,2.5,16.4639,11.5823
0.0001,-0.1,0.00346253,3,16.9832,11.9176
0.0001,-0.1,0.00346253,4,17.7756,12.4266
0.0001,-0.1,0.00346253,5,18.3694,12.8061
0.0001,-0.1,0.00346253,7.5,19.4055,13.4644
0.0001,-0.1,0.00346253,10,20.1112,13.91
0.0001,-0.1,0.00356053,0.5,10.9301,7.91727
0.0001,-0.1,0.00356053,1,13.4847,9.62658
0.0001,-0.1,0.00356053,1.5,14.8012,10.4924
0.0001,-0.1,0.00356053,2,15.6731,11.0605
0.0001,-0.1,0.00356053,2.5,16.3199,11.4794
0.0001,-0.1,0.00356053,3,16.8324,11.8098
0.0001,-0.1,0.00356053,4,17.6141,12.3112
0.0001,-0.1,0.00356053,5,18.1997,12.6849
0.0001,-0.1,0.00356053,7.5,19.2212,13.3329
0.0001,-0.1,0.00356053,10,19.9169,13.7715
0.0001,-0.1,0.00366131,0.5,10.8526,7.86264
0.0001,-0.1,0.00366131,1,13.3777,9.55027
0.0001,-0.1,0.00366131,1.5,14.6779,10.4042
0.0001,-0.1,0.00366131,2,15.5385,10.9643
0.0001,-0.1,0.00366131,2.5,16.1769,11.3772
0.0001,-0.1,0.00366131,3,16.6825,11.7027
0.0001,-0.1,0.00366131,4,17.4536,12.1966
0.0001,-0.1,0.00366131,5,18.0312,12.5645
0.0001,-0.1,0.00366131,7.5,19.0382,13.2024
0.0001,-0.1,0.00366131,10,19.7239,13.6339
0.0001,-0.1,0.00376494,0.5,10.7756,7.80824
0.0001,-0.1,0.00376494,1,13.2713,9.47435
0.0001,-0.1,0.00376494,1.5,14.5553,10.3166
0.0001,-0.1,0.00376494,2,15.4049,10.8687
0.0001,-0.1,0.00376494,2.5,16.0348,11.2756
0.0001,-0.1,0.00376494,3,16.5337,11.5962
0.0001,-0.1,0.00376494,4,17.2943,12.0826
0.0001,-0.1,0.00376494,5,17.8638,12.4449
0.0001,-0.1,0.00376494,7.5,18.8566,13.0727
0.0001,-0.1,0.00376494,10,19.5323,13.4972
0.0001,-0.1,0.0038715,0.5,10.6989,7.75407
0.0001,-0.1,0.0038715,1,13.1655,9.39882
0.0001,-0.1,0.0038715,1.5,14.4335,10.2295
0.0001,-0.1,0.0038715,2,15.272,10.7737
0.0001,-0.1,0.0038715,2.5,15.8937,11.1745
0.0001,-0.1,0.0038715,3,16.3858,11.4904
0.0001,-0.1,0.0038715,4,17.136,11.9694
0.0001,-0.1,0.0038715,5,17.6975,12.326
0.0001,-0.1,0.0038715,7.5,18.6762,12.9438
0.0001,-0.1,0.0038715,10,19.3421,13.3615
0.0001,-0.1,0.00398107,0.5,10.6227,7.70014
0.0001,-0.1,0.00398107,1,13.0603,9.32368
0.0001,-0.1,0.00398107,1.5,14.3124,10.1428
0.0001,-0.1,0.00398107,2,15.1401,10.6791
0.0001,-0.1,0.00398107,2.5,15.7534,11.0741
0.0001,-0.1,0.00398107,3,16.2389,11.3852
0.0001,-0.1,0.00398107,4,16.9788,11.8569
0.0001,-0.1,0.00398107,5,17.5325,12.2079
0.0001,-0.1,0.00398107,7.5,18.4971,12.8158
0.0001,-0.1,0.00398107,10,19.1533,13.2267
0.0001,-0.1,0.00409375,0.5,10.5469,7.64645
0.0001,-0.1,0.00409375,1,12.9558,9.24893
0.0001,-0.1,0.00409375,1.5,14.1921,10.0566
0.0001,-0.1,0.00409375,2,15.0089,10.5852
0.0001,-0.1,0.00409375,2.5,15.6141,10.9743
0.0001,-0.1,0.00409375,3,16.093,11.2807
0.0001,-0.1,0.00409375,4,16.8226,11.745
0.0001,-0.1,0.00409375,5,17.3685,12.0906
0.0001,-0.1,0.00409375,7.5,18.3193,12.6887
0.0001,-0.1,0.00409375,10,18.9659,13.0928
0.0001,-0.1,0.00420962,0.5,10.4715,7.59298
0.0001,-0.1,0.00420962,1,12.8519,9.17456
0.0001,-0.1,0.00420962,1.5,14.0725,9.97088
0.0001,-0.1,0.00420962,2,14.8787,10.4917
0.0001,-0.1,0.00420962,2.5,15.4757,10.875
0.0001,-0.1,0.00420962,3,15.9481,11.1768
0.0001,-0.1,0.00420962,4,16.6676,11.6339
0.0001,-0.1,0.00420962,5,17.2057,11.974
0.0001,-0.1,0.00420962,7.5,18.1428,12.5624
0.0001,-0.1,0.00420962,10,18.7798,12.9598
0.0001,-0.1,0.00432876,0.5,10.3965,7.53975
0.0001,-0.1,0.00432876,1,12.7486,9.10057
0.0001,-0.1,0.00432876,1.5,13.9537,9.88564
0.0001,-0.1,0.00432876,2,14.7492,10.3989
0.0001,-0.1,0.00432876,2.5,15.3382,10.7764
0.0001,-0.1,0.00432876,3,15.8041,11.0735
0.0001,-0.1,0.00432876,4,16.5135,11.5235
0.0001,-0.1,0.00432876,5,17.0441,11.8582
0.0001,-0.1,0.00432876,7.5,17.9675,12.437
0.0001,-0.1,0.00432876,10,18.5951,12.8277
0.0001,-0.1,0.00445128,0.5,10.3218,7.48675
0.0001,-0.1,0.00445128,1,12.646,9.02697
0.0001,-0.1,0.00445128,1.5,13.8356,9.80087
0.0001,-0.1,0.00445128,2,14.6206,10.3065
0.0001,-0.1,0.00445128,2.5,15.2016,10.6783
0.0001,-0.1,0.00445128,3,15.6611,10.9708
0.0001,-0.1,0.00445128,4,16.3606,11.4138
0.0001,-0.1,0.00445128,5,16.8835,11.7431
0.0001,-0.1,0.00445128,7.5,17.7935,12.3124
0.0001,-0.1,0.00445128,10,18.4117,12.6966
0.0001,-0.1,0.00457727,0.5,10.2476,7.43397
0.0001,-0.1,0.00457727,1,12.5439,8.95374
0.0001,-0.1,0.00457727,1.5,13.7183,9.71656
0.0001,-0.1,0.00457727,2,14.4928,10.2147
0.0001,-0.1,0.00457727,2.5,15.066,10.5808
0.0001,-0.1,0.00457727,3,15.5191,10.8688
0.0001,-0.1,0.00457727,4,16.2087,11.3047
0.0001,-0.1,0.00457727,5,16.7241,11.6287
0.0001,-0.1,0.00457727,7.5,17.6207,12.1887
0.0001,-0.1,0.00457727,10,18.2296,12.5663
0.0001,-0.1,0.00470682,0.5,10.1738,7.38142
0.0001,-0.1,0.00470682,1,12.4424,8.88089
0.0001,-0.1,0.00470682,1.5,13.6017,9.63272
0.0001,-0.1,0.00470682,2,14.3659,10.1234
0.0001,-0.1,0.00470682,2.5,14.9312,10.4839
0.0001,-0.1,0.00470682,3,15.378,10.7674
0.0001,-0.1,0.00470682,4,16.0578,11.1964
0.0001,-0.1,0.00470682,5,16.5658,11.5151
0.0001,-0.1,0.00470682,7.5,17.4492,12.0657
0.0001,-0.1,0.00470682,10,18.0489,12.437
0.0001,-0.1,0.00484003,0.5,10.1003,7.3291
0.0001,-0.1,0.00484003,1,12.3416,8.80841
0.0001,-0.1,0.00484003,1.5,13.4858,9.54935
0.0001,-0.1,0.00484003,2,14.2398,10.0326
0.0001,-0.1,0.00484003,2.5,14.7973,10.3876
0.0001,-0.1,0.00484003,3,15.2378,10.6666
0.0001,-0.1,0.00484003,4,15.908,11.0887
0.0001,-0.1,0.00484003,5,16.4086,11.4022
0.0001,-0.1,0.00484003,7.5,17.2789,11.9436
0.0001,-0.1,0.00484003,10,17.8696,12.3085
0.0001,-0.1,0.00497702,0.5,10.0273,7.277
0.0001,-0.1,0.00497702,1,12.2413,8.7363
0.0001,-0.1,0.00497702,1.5,13.3707,9.46644
0.0001,-0.1,0.00497702,2,14.1144,9.94239
0.0001,-0.1,0.00497702,2.5,14.6642,10.2918
0.0001,-0.1,0.00497702,3,15.0986,10.5664
0.0001,-0.1,0.00497702,4,15.7592,10.9817
0.0001,-0.1,0.00497702,5,16.2525,11.2901
0.0001,-0.1,0.00497702,7.5,17.1098,11.8223
0.0001,-0.1,0.00497702,10,17.6915,12.1809
0.0001,-0.1,0.00511789,0.5,9.95465,7.22513
0.0001,-0.1,0.00511789,1,12.1417,8.66457
0.0001,-0.1,0.00511789,1.5,13.2562,9.38398
0.0001,-0.1,0.00511789,2,13.9899,9.85268
0.0001,-0.1,0.00511789,2.5,14.5321,10.1966
0.0001,-0.1,0.00511789,3,14.9603,10.4669
0.0001,-0.1,0.00511789,4,15.6114,10.8754
0.0001,-0.1,0.00511789,5,16.0975,11.1786
0.0001,-0.1,0.00511789,7.5,16.942,11.7019
0.0001,-0.1,0.00511789,10,17.5147,12.0542
0.0001,-0.1,0.00526274,0.5,9.8824,7.17348
0.0001,-0.1,0.00526274,1,12.0427,8.5932
0.0001,-0.1,0.00526274,1.5,13.1425,9.30198
0.0001,-0.1,0.00526274,2,13.8662,9.76348
0.0001,-0.1,0.00526274,2.5,14.4008,10.102
0.0001,-0.1,0.00526274,3,14.823,10.3679
0.0001,-0.1,0.00526274,4,15.4646,10.7698
0.0001,-0.1,0.00526274,5,15.9436,11.0679
0.0001,-0.1,0.00526274,7.5,16.7753,11.5822
0.0001,-0.1,0.00526274,10,17.3393,11.9284
0.0001,-0.1,0.0054117,0.5,9.81053,7.12205
0.0001,-0.1,0.0054117,1,11.9442,8.5222
0.0001,-0.1,0.0054117,1.5,13.0296,9.22044
0.0001,-0.1,0.0054117,2,13.7433,9.6748
0.0001,-0.1,0.0054117,2.5,14.2705,10.008
0.0001,-0.1,0.0054117,3,14.6866,10.2696
0.0001,-0.1,0.0054117,4,15.3189,10.6648
0.0001,-0.1,0.0054117,5,15.7907,10.9579
0.0001,-0.1,0.0054117,7.5,16.6099,11.4633
0.0001,-0.1,0.0054117,10,17.1651,11.8034
0.0001,-0.1,0.00556486,0.5,9.73905,7.07084
0.0001,-0.1,0.00556486,1,11.8463,8.45156
0.0001,-0.1,0.00556486,1.5,12.9173,9.13934
0.0001,-0.1,0.00556486,2,13.6213,9.58663
0.0001,-0.1,0.00556486,2.5,14.1409,9.91447
0.0001,-0.1,0.00556486,3,14.5511,10.1718
0.0001,-0.1,0.00556486,4,15.1742,10.5605
0.0001,-0.1,0.00556486,5,15.639,10.8486
0.0001,-0.1,0.00556486,7.5,16.4457,11.3453
0.0001,-0.1,0.00556486,10,16.9922,11.6793
0.0001,-0.1,0.00572237,0.5,9.66795,7.01985
0.0001,-0.1,0.00572237,1,11.7491,8.38128
0.0001,-0.1,0.00572237,1.5,12.8057,9.05869
0.0001,-0.1,0.00572237,2,13.5,9.49897
0.0001,-0.1,0.00572237,2.5,14.0123,9.82153
0.0001,-0.1,0.00572237,3,14.4165,10.0747
0.0001,-0.1,0.00572237,4,15.0304,10.4568
0.0001,-0.1,0.00572237,5,15.4883,10.7401
0.0001,-0.1,0.00572237,7.5,16.2826,11.228
0.0001,-0.1,0.00572237,10,16.8206,11.556
0.0001,-0.1,0.00588433,0.5,9.59724,6.96908
0.0001,-0.1,0.00588433,1,11.6524,8.31137
0.0001,-0.1,0.00588433,1.5,12.6949,8.97849
0.0001,-0.1,0.00588433,2,13.3795,9.41181
0.0001,-0.1,0.00588433,2.5,13.8845,9.72915
0.0001,-0.1,0.00588433,3,14.2829,9.97811
0.0001,-0.1,0.00588433,4,14.8877,10.3538
0.0001,-0.1,0.00588433,5,15.3386,10.6322
0.0001,-0.1,0.00588433,7.5,16.1208,11.1115
0.0001,-0.1,0.00588433,10,16.6503,11.4336
0.0001,-0.1,0.00605088,0.5,9.52691,6.91852
0.0001,-0.1,0.00605088,1,11.5563,8.24181
0.0001,-0.1,0.00605088,1.5,12.5848,8.89873
0.0001,-0.1,0.00605088,2,13.2597,9.32516
0.0001,-0.1,0.00605088,2.5,13.7575,9.63732
0.0001,-0.1,0.00605088,3,14.1501,9.88214
0.0001,-0.1,0.00605088,4,14.746,10.2515
0.0001,-0.1,0.00605088,5,15.1901,10.525
0.0001,-0.1,0.00605088,7.5,15.9601,10.9959
0.0001,-0.1,0.00605088,10,16.4812,11.3121
0.0001,-0.1,0.00622213,0.5,9.45697,6.86818
0.0001,-0.1,0.00622213,1,11.4608,8.1726
0.0001,-0.1,0.00622213,1.5,12.4753,8.81941
0.0001,-0.1,0.00622213,2,13.1408,9.23901
0.0001,-0.1,0.00622213,2.5,13.6314,9.54604
0.0001,-0.1,0.00622213,3,14.0183,9.78676
0.0001,-0.1,0.00622213,4,14.6052,10.1498
0.0001,-0.1,0.00622213,5,15.0426,10.4185
0.0001,-0.1,0.00622213,7.5,15.8006,10.8809
0.0001,-0.1,0.00622213,10,16.3134,11.1914
0.0001,-0.1,0.00639824,0.5,9.3874,6.81805
0.0001,-0.1,0.00639824,1,11.3658,8.10375
0.0001,-0.1,0.00639824,1.5,12.3666,8.74053
0.0001,-0.1,0.00639824,2,13.0227,9.15336
0.0001,-0.1,0.00639824,2.5,13.5062,9.4553
0.0001,-0.1,0.00639824,3,13.8873,9.69195
0.0001,-0.1,0.00639824,4,14.4654,10.0487
0.0001,-0.1,0.00639824,5,14.8961,10.3127
0.0001,-0.1,0.00639824,7.5,15.6422,10.7668
0.0001,-0.1,0.00639824,10,16.1469,11.0715
0.0001,-0.1,0.00657933,0.5,9.31822,6.76813
0.0001,-0.1,0.00657933,1,11.2715,8.03525
0.0001,-0.1,0.00657933,1.5,12.2585,8.66208
0.0001,-0.1,0.00657933,2,12.9053,9.0682
0.0001,-0.1,0.00657933,2.5,13.3818,9.36511
0.0001,-0.1,0.00657933,3,13.7572,9.59773
0.0001,-0.1,0.00657933,4,14.3266,9.9483
0.0001,-0.1,0.00657933,5,14.7506,10.2076
0.0001,-0.1,0.00657933,7.5,15.485,10.6535
0.0001,-0.1,0.00657933,10,15.9815,10.9525
0.0001,-0.1,0.00676555,0.5,9.24941,6.71842
0.0001,-0.1,0.00676555,1,11.1777,7.9671
0.0001,-0.1,0.00676555,1.5,12.1511,8.58407
0.0001,-0.1,0.00676555,2,12.7887,8.98353
0.0001,-0.1,0.00676555,2.5,13.2582,9.27545
0.0001,-0.1,0.00676555,3,13.6281,9.50409
0.0001,-0.1,0.00676555,4,14.1888,9.84851
0.0001,-0.1,0.00676555,5,14.6063,10.1032
0.0001,-0.1,0.00676555,7.5,15.329,10.5409
0.0001,-0.1,0.00676555,10,15.8174,10.8343
0.0001,-0.1,0.00695704,0.5,9.18099,6.66892
0.0001,-0.1,0.00695704,1,11.0845,7.8993
0.0001,-0.1,0.00695704,1.5,12.0445,8.50648
0.0001,-0.1,0.00695704,2,12.6728,8.89936
0.0001,-0.1,0.00695704,2.5,13.1354,9.18633
0.0001,-0.1,0.00695704,3,13.4998,9.41101
0.0001,-0.1,0.00695704,4,14.052,9.74936
0.0001,-0.1,0.00695704,5,14.4629,9.99947
0.0001,-0.1,0.00695704,7.5,15.1741,10.429
0.0001,-0.1,0.00695704,10,15.6546,10.7169
0.0001,-0.1,0.00715394,0.5,9.11293,6.61964
0.0001,-0.1,0.00715394,1,10.9918,7.83185
0.0001,-0.1,0.00715394,1.5,11.9385,8.42933
0.0001,-0.1,0.00715394,2,12.5578,8.81567
0.0001,-0.1,0.00715394,2.5,13.0135,9.09773
0.0001,-0.1,0.00715394,3,13.3724,9.31851
0.0001,-0.1,0.00715394,4,13.9161,9.65084
0.0001,-0.1,0.00715394,5,14.3205,9.8964
0.0001,-0.1,0.00715394,7.5,15.0203,10.318
0.0001,-0.1,0.00715394,10,15.4929,10.6003
0.0001,-0.1,0.00735642,0.5,9.04525,6.57055
0.0001,-0.1,0.00735642,1,10.8998,7.76473
0.0001,-0.1,0.00735642,1.5,11.8331,8.35259
0.0001,-0.1,0.00735642,2,12.4435,8.73245
0.0001,-0.1,0.00735642,2.5,12.8924,9.00967
0.0001,-0.1,0.00735642,3,13.2458,9.22656
0.0001,-0.1,0.00735642,4,13.7811,9.55293
0.0001,-0.1,0.00735642,5,14.1792,9.794
0.0001,-0.1,0.00735642,7.5,14.8677,10.2076
0.0001,-0.1,0.00735642,10,15.3325,10.4845
0.0001,-0.1,0.00756463,0.5,8.97794,6.52167
0.0001,-0.1,0.00756463,1,10.8082,7.69796
0.0001,-0.1,0.00756463,1.5,11.7285,8.27628
0.0001,-0.1,0.00756463,2,12.3299,8.64973
0.0001,-0.1,0.00756463,2.5,12.7722,8.92213
0.0001,-0.1,0.00756463,3,13.1202,9.13518
0.0001,-0.1,0.00756463,4,13.6471,9.45565
0.0001,-0.1,0.00756463,5,14.0389,9.69226
0.0001,-0.1,0.00756463,7.5,14.7162,10.0981
0.0001,-0.1,0.00756463,10,15.1732,10.3696
0.0001,-0.1,0.00777874,0.5,8.911,6.473
0.0001,-0.1,0.00777874,1,10.7173,7.63152
0.0001,-0.1,0.00777874,1.5,11.6245,8.20039
0.0001,-0.1,0.00777874,2,12.2171,8.56747
0.0001,-0.1,0.00777874,2.5,12.6527,8.83511
0.0001,-0.1,0.00777874,3,12.9954,9.04436
0.0001,-0.1,0.00777874,4,13.5141,9.35899
0.0001,-0.1,0.00777874,5,13.8996,9.59119
0.0001,-0.1,0.00777874,7.5,14.5658,9.98923
0.0001,-0.1,0.00777874,10,15.0152,10.2554
0.0001,-0.1,0.0079989,0.5,8.84443,6.42453
0.0001,-0.1,0.0079989,1,10.6269,7.56542
0.0001,-0.1,0.0079989,1.5,11.5212,8.12491
0.0001,-0.1,0.0079989,2,12.105,8.48569
0.0001,-0.1,0.0079989,2.5,12.534,8.74861
0.0001,-0.1,0.0079989,3,12.8714,8.9541
0.0001,-0.1,0.0079989,4,13.3819,9.26293
0.0001,-0.1,0.0079989,5,13.7612,9.49077
0.0001,-0.1,0.0079989,7.5,14.4165,9.88113
0.0001,-0.1,0.0079989,10,14.8583,10.142
0.0001,-0.1,0.0082253,0.5,8.77823,6.37626
0.0001,-0.1,0.0082253,1,10.537,7.49966
0.0001,-0.1,0.0082253,1.5,11.4186,8.04985
0.0001,-0.1,0.0082253,2,11.9937,8.40438
0.0001,-0.1,0.0082253,2.5,12.4162,8.66262
0.0001,-0.1,0.0082253,3,12.7483,8.86438
0.0001,-0.1,0.0082253,4,13.2507,9.16749
0.0001,-0.1,0.0082253,5,13.6239,9.391
0.0001,-0.1,0.0082253,7.5,14.2684,9.77377
0.0001,-0.1,0.0082253,10,14.7026,10.0295
0.0001,-0.1,0.0084581,0.5,8.71239,6.32819
0.0001,-0.1,0.0084581,1,10.4478,7.43422
0.0001,-0.1,0.0084581,1.5,11.3166,7.9752
0.0001,-0.1,0.0084581,2,11.8832,8.32355
0.0001,-0.1,0.0084581,2.5,12.2991,8.57715
0.0001,-0.1,0.0084581,3,12.6261,8.77521
0.0001,-0.1,0.0084581,4,13.1205,9.07265
0.0001,-0.1,0.0084581,5,13.4876,9.29188
0.0001,-0.1,0.0084581,7.5,14.1213,9.66714
0.0001,-0.1,0.0084581,10,14.5481,9.91768
0.0001,-0.1,0.00869749,0.5,8.64693,6.28032
0.0001,-0.1,0.00869749,1,10.359,7.36912
0.0001,-0.1,0.00869749,1.5,11.2153,7.90096
0.0001,-0.1,0.00869749,2,11.7733,8.24317
0.0001,-0.1,0.00869749,2.5,12.1829,8.49218
0.0001,-0.1,0.00869749,3,12.5047,8.68659
0.0001,-0.1,0.00869749,4,12.9911,8.97841
0.0001,-0.1,0.00869749,5,13.3522,9.19341
0.0001,-0.1,0.00869749,7.5,13.9753,9.56123
0.0001,-0.1,0.00869749,10,14.3948,9.80667
0.0001,-0.1,0.00894366,0.5,8.58182,6.23264
0.0001,-0.1,0.00894366,1,10.2708,7.30435
0.0001,-0.1,0.00894366,1.5,11.1147,7.82713
0.0001,-0.1,0.00894366,2,11.6642,8.16326
0.0001,-0.1,0.00894366,2.5,12.0674,8.40772
0.0001,-0.1,0.00894366,3,12.3841,8.59851
0.0001,-0.1,0.00894366,4,12.8627,8.88477
0.0001,-0.1,0.00894366,5,13.2178,9.09558
0.0001,-0.1,0.00894366,7.5,13.8304,9.45604
0.0001,-0.1,0.00894366,10,14.2426,9.69644
0.0001,-0.1,0.00919679,0.5,8.51708,6.18516
0.0001,-0.1,0.00919679,1,10.1832,7.2399
0.0001,-0.1,0.00919679,1.5,11.0146,7.75369
0.0001,-0.1,0.00919679,2,11.5558,8.0838
0.0001,-0.1,0.00919679,2.5,11.9527,8.32376
0.0001,-0.1,0.00919679,3,12.2644,8.51096
0.0001,-0.1,0.00919679,4,12.7352,8.79172
0.0001,-0.1,0.00919679,5,13.0844,8.99838
0.0001,-0.1,0.00919679,7.5,13.6865,9.35157
0.0001,-0.1,0.00919679,10,14.0916,9.58698
0.0001,-0.1,0.00945709,0.5,8.4527,6.13787
0.0001,-0.1,0.00945709,1,10.0961,7.17577
0.0001,-0.1,0.00945709,1.5,10.9153,7.68066
0.0001,-0.1,0.00945709,2,11.4482,8.0048
0.0001,-0.1,0.00945709,2.5,11.8388,8.2403
0.0001,-0.1,0.00945709,3,12.1455,8.42395
0.0001,-0.1,0.00945709,4,12.6086,8.69926
0.0001,-0.1,0.00945709,5,12.952,8.90182
0.0001,-0.1,0.00945709,7.5,13.5437,9.2478
0.0001,-0.1,0.00945709,10,13.9417,9.47829
0.0001,-0.1,0.00972476,0.5,8.38867,6.09078
0.0001,-0.1,0.00972476,1,10.0095,7.11196
0.0001,-0.1,0.00972476,1.5,10.8166,7.60803
0.0001,-0.1,0.00972476,2,11.3412,7.92625
0.0001,-0.1,0.00972476,2.5,11.7257,8.15734
0.0001,-0.1,0.00972476,3,12.0274,8.33747
0.0001,-0.1,0.00972476,4,12.4829,8.60738
0.0001,-0.1,0.00972476,5,12.8205,8.80588
0.0001,-0.1,0.00972476,7.5,13.402,9.14474
0.0001,-0.1,0.00972476,10,13.7929,9.37035
0.0001,-0.1,0.01,0.5,8.32501,6.04388
0.0001,-0.1,0.01,1,9.92346,7.04847
0.0001,-0.1,0.01,1.5,10.7185,7.53579
0.0001,-0.1,0.01,2,11.235,7.84816
0.0001,-0.1,0.01,2.5,11.6133,8.07486
0.0001,-0.1,0.01,3,11.9101,8.25151
0.0001,-0.1,0.01,4,12.3581,8.51609
0.0001,-0.1,0.01,5,12.6899,8.71057
0.0001,-0.1,0.01,7.5,13.2614,9.04239
0.0001,-0.1,0.01,10,13.6453,9.26317
0.0001,-0.1,0.010283,0.5,8.2617,5.99716
0.0001,-0.1,0.010283,1,9.83796,6.9853
0.0001,-0.1,0.010283,1.5,10.621,7.46394
0.0001,-0.1,0.010283,2,11.1295,7.7705
0.0001,-0.1,0.010283,2.5,11.5017,7.99288
0.0001,-0.1,0.010283,3,11.7937,8.16608
0.0001,-0.1,0.010283,4,12.2341,8.42537
0.0001,-0.1,0.010283,5,12.5603,8.61587
0.0001,-0.1,0.010283,7.5,13.1218,8.94072
0.0001,-0.1,0.010283,10,13.4988,9.15674
0.0001,-0.1,0.0105741,0.5,8.19875,5.95063
0.0001,-0.1,0.0105741,1,9.75299,6.92244
0.0001,-0.1,0.0105741,1.5,10.5242,7.39248
0.0001,-0.1,0.0105741,2,11.0247,7.6933
0.0001,-0.1,0.0105741,2.5,11.3909,7.91138
0.0001,-0.1,0.0105741,3,11.6781,8.08116
0.0001,-0.1,0.0105741,4,12.1111,8.33522
0.0001,-0.1,0.0105741,5,12.4317,8.52179
0.0001,-0.1,0.0105741,7.5,12.9832,8.83975
0.0001,-0.1,0.0105741,10,13.3534,9.05105
0.0001,-0.1,0.0108734,0.5,8.13615,5.90429
0.0001,-0.1,0.0108734,1,9.66855,6.8599
0.0001,-0.1,0.0108734,1.5,10.4281,7.32141
0.0001,-0.1,0.0108734,2,10.9206,7.61653
0.0001,-0.1,0.0108734,2.5,11.2809,7.83036
0.0001,-0.1,0.0108734,3,11.5632,7.99676
0.0001,-0.1,0.0108734,4,11.9889,8.24565
0.0001,-0.1,0.0108734,5,12.3039,8.42833
0.0001,-0.1,0.0108734,7.5,12.8457,8.73947
0.0001,-0.1,0.0108734,10,13.2091,8.94611
0.0001,-0.1,0.0111811,0.5,8.0739,5.85814
0.0001,-0.1,0.0111811,1,9.58463,6.79766
0.0001,-0.1,0.0111811,1.5,10.3325,7.25072
0.0001,-0.1,0.0111811,2,10.8172,7.5402
0.0001,-0.1,0.0111811,2.5,11.1716,7.74982
0.0001,-0.1,0.0111811,3,11.4492,7.91288
0.0001,-0.1,0.0111811,4,11.8676,8.15664
0.0001,-0.1,0.0111811,5,12.1771,8.33546
0.0001,-0.1,0.0111811,7.5,12.7092,8.63986
0.0001,-0.1,0.0111811,10,13.066,8.8419
0.0001,-0.1,0.0114976,0.5,8.01201,5.81217
0.0001,-0.1,0.0114976,1,9.50124,6.73573
0.0001,-0.1,0.0114976,1.5,10.2376,7.18042
0.0001,-0.1,0.0114976,2,10.7145,7.4643
0.0001,-0.1,0.0114976,2.5,11.063,7.66976
0.0001,-0.1,0.0114976,3,11.336,7.8295
0.0001,-0.1,0.0114976,4,11.7472,8.06819
0.0001,-0.1,0.0114976,5,12.0513,8.24321
0.0001,-0.1,0.0114976,7.5,12.5737,8.54094
0.0001,-0.1,0.0114976,10,12.9239,8.73842
0.0001,-0.1,0.011823,0.5,7.95047,5.76637
0.0001,-0.1,0.011823,1,9.41837,6.67411
0.0001,-0.1,0.011823,1.5,10.1433,7.1105
0.0001,-0.1,0.011823,2,10.6125,7.38884
0.0001,-0.1,0.011823,2.5,10.9552,7.59017
0.0001,-0.1,0.011823,3,11.2235,7.74663
0.0001,-0.1,0.011823,4,11.6276,7.9803
0.0001,-0.1,0.011823,5,11.9263,8.15155
0.0001,-0.1,0.011823,7.5,12.4392,8.44269
0.0001,-0.1,0.011823,10,12.7829,8.63566
0.0001,-0.1,0.0121576,0.5,7.88927,5.72076
0.0001,-0.1,0.0121576,1,9.33601,6.61279
0.0001,-0.1,0.0121576,1.5,10.0496,7.04094
0.0001,-0.1,0.0121576,2,10.5111,7.3138
0.0001,-0.1,0.0121576,2.5,10.8481,7.51104
0.0001,-0.1,0.0121576,3,11.1119,7.66426
0.0001,-0.1,0.0121576,4,11.5089,7.89297
0.0001,-0.1,0.0121576,5,11.8022,8.06048
0.0001,-0.1,0.0121576,7.5,12.3058,8.3451
0.0001,-0.1,0.0121576,10,12.6429,8.53363
0.0001,-0.1,0.0125017,0.5,7.82842,5.67533
0.0001,-0.1,0.0125017,1,9.25417,6.55176
0.0001,-0.1,0.0125017,1.5,9.95655,6.97177
0.0001,-0.1,0.0125017,2,10.4105,7.23919
0.0001,-0.1,0.0125017,2.5,10.7418,7.43238
0.0001,-0.1,0.0125017,3,11.001,7.58239
0.0001,-0.1,0.0125017,4,11.391,7.80618
0.0001,-0.1,0.0125017,5,11.6791,7.97001
0.0001,-0.1,0.0125017,7.5,12.1733,8.24818
0.0001,-0.1,0.0125017,10,12.5041,8.43231
0.0001,-0.1,0.0128556,0.5,7.76791,5.63007
0.0001,-0.1,0.0128556,1,9.17284,6.49104
0.0001,-0.1,0.0128556,1.5,9.86408,6.90296
